지점,일시,풍향(deg),풍속(m/s),강수량(mm)
501,2019-01-01 00:00,10.5,3.5,0
501,2019-01-01 01:00,8.2,3.7,0
501,2019-01-01 02:00,18.3,3.2,0
501,2019-01-01 03:00,19.2,2,0
501,2019-01-01 04:00,9.4,2,0
501,2019-01-01 05:00,13.4,2.1,0
501,2019-01-01 06:00,28.6,2.5,0
501,2019-01-01 07:00,15.8,2.2,0
501,2019-01-01 08:00,20.5,2.6,0
501,2019-01-01 09:00,24.4,2.8,0
501,2019-01-01 10:00,16.5,3.2,0
501,2019-01-01 11:00,11.4,3.4,0
501,2019-01-01 12:00,355.2,3.9,0
501,2019-01-01 13:00,3.9,3.3,0
501,2019-01-01 14:00,332.2,5.7,0
501,2019-01-01 15:00,1,3.7,0
501,2019-01-01 16:00,344.7,4,0
501,2019-01-01 17:00,335.5,3.2,0
501,2019-01-01 18:00,23.6,4,0
501,2019-01-01 19:00,11,2.7,0
501,2019-01-01 20:00,18.7,4.3,0
501,2019-01-01 21:00,16.6,2.3,0
501,2019-01-01 22:00,10.3,2.9,0
501,2019-01-01 23:00,29.1,1.8,0
501,2019-01-02 00:00,0,0,0
501,2019-01-02 01:00,25.2,.6,0
501,2019-01-02 02:00,20.5,1.7,0
501,2019-01-02 03:00,18.7,2.8,0
501,2019-01-02 04:00,16.2,2.7,0
501,2019-01-02 05:00,17.4,2,0
501,2019-01-02 06:00,20.1,1.4,0
501,2019-01-02 07:00,16.7,1.7,0
501,2019-01-02 08:00,16.4,3.5,0
501,2019-01-02 09:00,17.1,2.6,0
501,2019-01-02 10:00,22.3,3.7,0
501,2019-01-02 11:00,17.4,3.2,0
501,2019-01-02 12:00,19.1,3.4,0
501,2019-01-02 13:00,341.7,3.5,0
501,2019-01-02 14:00,341.2,2.7,0
501,2019-01-02 15:00,339.2,2.5,0
501,2019-01-02 16:00,14.2,2.3,0
501,2019-01-02 17:00,15.9,4,0
501,2019-01-02 18:00,13.5,2.8,0
501,2019-01-02 19:00,17,4.2,0
501,2019-01-02 20:00,14,4.2,0
501,2019-01-02 21:00,21,1.7,0
501,2019-01-02 22:00,31.6,1.4,0
501,2019-01-02 23:00,16.3,3,0
501,2019-01-03 00:00,18.1,2.4,0
501,2019-01-03 01:00,36.2,1,0
501,2019-01-03 02:00,0,.4,0
501,2019-01-03 03:00,33.9,1,0
501,2019-01-03 04:00,0,.1,0
501,2019-01-03 05:00,33.1,.6,0
501,2019-01-03 06:00,27,1.2,0
501,2019-01-03 07:00,38.3,1.7,0
501,2019-01-03 08:00,0,.3,0
501,2019-01-03 09:00,,,0
501,2019-01-03 10:00,,,0
501,2019-01-03 11:00,,,0
501,2019-01-03 12:00,192,2.1,0
501,2019-01-03 13:00,184.9,1.3,0
501,2019-01-03 14:00,183.3,1.3,0
501,2019-01-03 15:00,208.1,1.7,0
501,2019-01-03 16:00,221.6,1.3,0
501,2019-01-03 17:00,233.8,1.7,0
501,2019-01-03 18:00,266.3,1.3,0
501,2019-01-03 19:00,0,.3,0
501,2019-01-03 20:00,3.1,.7,0
501,2019-01-03 21:00,24.6,1,0
501,2019-01-03 22:00,26.8,1.4,0
501,2019-01-03 23:00,26.7,.6,0
501,2019-01-04 00:00,0,.4,0
501,2019-01-04 01:00,0,.3,0
501,2019-01-04 02:00,0,0,0
501,2019-01-04 03:00,52.1,.8,0
501,2019-01-04 04:00,42.8,1.2,0
501,2019-01-04 05:00,0,.1,0
501,2019-01-04 06:00,0,.3,0
501,2019-01-04 07:00,0,.4,0
501,2019-01-04 08:00,0,.3,0
501,2019-01-04 09:00,0,.2,0
501,2019-01-04 10:00,0,.3,0
501,2019-01-04 11:00,0,.4,0
501,2019-01-04 12:00,0,.3,0
501,2019-01-04 13:00,194.5,.7,0
501,2019-01-04 14:00,180.2,.5,0
501,2019-01-04 15:00,183.1,.5,0
501,2019-01-04 16:00,0,.4,0
501,2019-01-04 17:00,0,.1,0
501,2019-01-04 18:00,0,.4,0
501,2019-01-04 19:00,0,.4,0
501,2019-01-04 20:00,0,.2,0
501,2019-01-04 21:00,31.4,.8,0
501,2019-01-04 22:00,18.8,.9,0
501,2019-01-04 23:00,18.7,3.2,0
501,2019-01-05 00:00,19.8,4.5,0
501,2019-01-05 01:00,14.9,4.3,0
501,2019-01-05 02:00,17.6,4.5,0
501,2019-01-05 03:00,12.3,4.2,0
501,2019-01-05 04:00,12.8,4.7,0
501,2019-01-05 05:00,19.8,4.6,0
501,2019-01-05 06:00,13.3,5,0
501,2019-01-05 07:00,14.9,4.6,0
501,2019-01-05 08:00,13.4,3.4,0
501,2019-01-05 09:00,19.2,2.7,0
501,2019-01-05 10:00,13.9,4.4,0
501,2019-01-05 11:00,19.8,4,0
501,2019-01-05 12:00,23.4,3.5,0
501,2019-01-05 13:00,12.4,4.1,0
501,2019-01-05 14:00,26.2,2.7,0
501,2019-01-05 15:00,15.5,2.9,0
501,2019-01-05 16:00,18.9,2.8,0
501,2019-01-05 17:00,13,2,0
501,2019-01-05 18:00,10.4,3.6,0
501,2019-01-05 19:00,17.4,3.3,0
501,2019-01-05 20:00,23,4,0
501,2019-01-05 21:00,15.9,5,0
501,2019-01-05 22:00,11.4,2.6,0
501,2019-01-05 23:00,29.9,1.9,0
501,2019-01-06 00:00,27.8,2,0
501,2019-01-06 01:00,0,.1,0
501,2019-01-06 02:00,43,2.2,0
501,2019-01-06 03:00,46.1,.7,0
501,2019-01-06 04:00,0,0,0
501,2019-01-06 05:00,0,.3,0
501,2019-01-06 06:00,0,.3,0
501,2019-01-06 07:00,0,.3,0
501,2019-01-06 08:00,0,.1,0
501,2019-01-06 09:00,0,.1,0
501,2019-01-06 10:00,29.2,1.4,0
501,2019-01-06 11:00,23.4,2.1,0
501,2019-01-06 12:00,345.5,1.9,0
501,2019-01-06 13:00,357.4,2.6,0
501,2019-01-06 14:00,351.3,3.1,0
501,2019-01-06 15:00,.7,3.3,0
501,2019-01-06 16:00,333.7,1.3,0
501,2019-01-06 17:00,340.2,2,0
501,2019-01-06 18:00,.9,2.6,0
501,2019-01-06 19:00,14.4,3,0
501,2019-01-06 20:00,9.5,2.1,0
501,2019-01-06 21:00,356.3,1.4,0
501,2019-01-06 22:00,.6,1.4,0
501,2019-01-06 23:00,9.5,1.7,0
501,2019-01-07 00:00,4.3,2.8,0
501,2019-01-07 01:00,6.2,1.7,0
501,2019-01-07 02:00,0,.1,0
501,2019-01-07 03:00,0,.1,0
501,2019-01-07 04:00,43.2,.7,0
501,2019-01-07 05:00,0,.1,0
501,2019-01-07 06:00,3.1,.5,0
501,2019-01-07 07:00,0,0,0
501,2019-01-07 08:00,0,0,0
501,2019-01-07 09:00,0,0,0
501,2019-01-07 10:00,32,1.2,0
501,2019-01-07 11:00,28.3,1.8,0
501,2019-01-07 12:00,14.3,1.6,0
501,2019-01-07 13:00,355.6,2.3,0
501,2019-01-07 14:00,340.6,1.6,0
501,2019-01-07 15:00,341.5,3.1,0
501,2019-01-07 16:00,348.5,1.9,0
501,2019-01-07 17:00,349.7,3,0
501,2019-01-07 18:00,340.8,1.6,0
501,2019-01-07 19:00,19.6,3.1,0
501,2019-01-07 20:00,13.1,2.1,0
501,2019-01-07 21:00,24.5,2.8,0
501,2019-01-07 22:00,9.8,2.2,0
501,2019-01-07 23:00,11.8,3.4,0
501,2019-01-08 00:00,13.5,2.1,0
501,2019-01-08 01:00,9.3,3.3,0
501,2019-01-08 02:00,15.6,2.6,0
501,2019-01-08 03:00,16.7,2.9,0
501,2019-01-08 04:00,17.6,3.8,0
501,2019-01-08 05:00,13.7,4.4,0
501,2019-01-08 06:00,16.5,3.6,0
501,2019-01-08 07:00,10.4,4,0
501,2019-01-08 08:00,15,3.7,0
501,2019-01-08 09:00,10.3,4.8,0
501,2019-01-08 10:00,15.7,4,0
501,2019-01-08 11:00,14.2,5.1,0
501,2019-01-08 12:00,16.3,5.1,0
501,2019-01-08 13:00,9.8,3.7,0
501,2019-01-08 14:00,16,3.7,0
501,2019-01-08 15:00,.5,3.4,0
501,2019-01-08 16:00,16.7,5.6,0
501,2019-01-08 17:00,20.5,4.2,0
501,2019-01-08 18:00,13.1,6.7,0
501,2019-01-08 19:00,18.7,5.1,0
501,2019-01-08 20:00,16.8,5.6,0
501,2019-01-08 21:00,19.4,6.8,0
501,2019-01-08 22:00,14.3,5.3,0
501,2019-01-08 23:00,12.4,5.4,0
501,2019-01-09 00:00,12.9,5.3,0
501,2019-01-09 01:00,19.4,5.2,0
501,2019-01-09 02:00,16.5,5.6,0
501,2019-01-09 03:00,23.1,5.4,0
501,2019-01-09 04:00,12.7,5,0
501,2019-01-09 05:00,9,1.2,0
501,2019-01-09 06:00,20.6,.6,0
501,2019-01-09 07:00,14.8,1.1,0
501,2019-01-09 08:00,15.8,.5,0
501,2019-01-09 09:00,0,.4,0
501,2019-01-09 10:00,63.6,1.3,0
501,2019-01-09 11:00,69.2,1.2,0
501,2019-01-09 12:00,42.1,1.1,0
501,2019-01-09 13:00,172.6,.8,0
501,2019-01-09 14:00,188.1,1,0
501,2019-01-09 15:00,47.2,1.1,0
501,2019-01-09 16:00,279.8,.7,0
501,2019-01-09 17:00,206.2,.5,0
501,2019-01-09 18:00,0,0,0
501,2019-01-09 19:00,0,0,0
501,2019-01-09 20:00,0,.4,0
501,2019-01-09 21:00,0,.1,0
501,2019-01-09 22:00,0,0,0
501,2019-01-09 23:00,0,0,0
501,2019-01-10 00:00,0,0,0
501,2019-01-10 01:00,6.4,1.1,0
501,2019-01-10 02:00,0,.3,0
501,2019-01-10 03:00,0,0,0
501,2019-01-10 04:00,0,.2,0
501,2019-01-10 05:00,0,.2,0
501,2019-01-10 06:00,0,0,0
501,2019-01-10 07:00,0,.2,0
501,2019-01-10 08:00,195.9,1.1,0
501,2019-01-10 09:00,200.6,1,0
501,2019-01-10 10:00,192.6,.9,0
501,2019-01-10 11:00,199.9,1.3,0
501,2019-01-10 12:00,187.5,1.9,0
501,2019-01-10 13:00,200.4,2.1,0
501,2019-01-10 14:00,258.2,1,0
501,2019-01-10 15:00,240.8,1.1,0
501,2019-01-10 16:00,244.7,1.6,0
501,2019-01-10 17:00,240.6,1,0
501,2019-01-10 18:00,0,.1,0
501,2019-01-10 19:00,0,.3,0
501,2019-01-10 20:00,0,0,0
501,2019-01-10 21:00,0,.4,0
501,2019-01-10 22:00,272.7,.8,0
501,2019-01-10 23:00,0,0,0
501,2019-01-11 00:00,0,.1,0
501,2019-01-11 01:00,24.2,.5,0
501,2019-01-11 02:00,40.7,1.2,0
501,2019-01-11 03:00,0,0,0
501,2019-01-11 04:00,0,0,0
501,2019-01-11 05:00,43.5,.8,0
501,2019-01-11 06:00,0,0,0
501,2019-01-11 07:00,0,.3,0
501,2019-01-11 08:00,0,.1,0
501,2019-01-11 09:00,0,.3,0
501,2019-01-11 10:00,43.1,.5,0
501,2019-01-11 11:00,71.3,.5,0
501,2019-01-11 12:00,178.1,.8,0
501,2019-01-11 13:00,218.2,.5,0
501,2019-01-11 14:00,82,.7,0
501,2019-01-11 15:00,134.5,.5,0
501,2019-01-11 16:00,0,.4,0
501,2019-01-11 17:00,0,0,0
501,2019-01-11 18:00,0,.2,0
501,2019-01-11 19:00,0,.4,0
501,2019-01-11 20:00,0,0,0
501,2019-01-11 21:00,29.3,.5,0
501,2019-01-11 22:00,0,.1,0
501,2019-01-11 23:00,0,.2,0
501,2019-01-12 00:00,0,.1,0
501,2019-01-12 01:00,0,.2,0
501,2019-01-12 02:00,2.2,1,0
501,2019-01-12 03:00,0,.2,0
501,2019-01-12 04:00,0,.1,0
501,2019-01-12 05:00,0,0,0
501,2019-01-12 06:00,0,0,0
501,2019-01-12 07:00,35.5,1.2,0
501,2019-01-12 08:00,0,.4,0
501,2019-01-12 09:00,0,0,0
501,2019-01-12 10:00,0,0,0
501,2019-01-12 11:00,226,.5,0
501,2019-01-12 12:00,182.2,.5,0
501,2019-01-12 13:00,234.1,1.2,0
501,2019-01-12 14:00,309.5,.5,0
501,2019-01-12 15:00,317.5,1.7,0
501,2019-01-12 16:00,317,1.5,0
501,2019-01-12 17:00,330.8,2.5,0
501,2019-01-12 18:00,330.2,1.6,0
501,2019-01-12 19:00,9.4,.9,0
501,2019-01-12 20:00,27,1.9,0
501,2019-01-12 21:00,356.3,.7,0
501,2019-01-12 22:00,0,.1,0
501,2019-01-12 23:00,22,1.3,0
501,2019-01-13 00:00,18,2.3,0
501,2019-01-13 01:00,8.5,2.2,0
501,2019-01-13 02:00,20.2,1.8,0
501,2019-01-13 03:00,11.2,2.2,0
501,2019-01-13 04:00,0,0,0
501,2019-01-13 05:00,9.1,.9,0
501,2019-01-13 06:00,0,.1,0
501,2019-01-13 07:00,0,.3,0
501,2019-01-13 08:00,7.8,.6,0
501,2019-01-13 09:00,0,.3,0
501,2019-01-13 10:00,3.3,.5,0
501,2019-01-13 11:00,211.6,1.4,0
501,2019-01-13 12:00,220.1,1.4,0
501,2019-01-13 13:00,228.9,1.7,0
501,2019-01-13 14:00,228,1.8,0
501,2019-01-13 15:00,236.6,2.3,0
501,2019-01-13 16:00,268.6,1,0
501,2019-01-13 17:00,321.4,2.1,0
501,2019-01-13 18:00,336.4,3.8,0
501,2019-01-13 19:00,16.2,1,0
501,2019-01-13 20:00,1.2,1.1,0
501,2019-01-13 21:00,353.3,1.3,0
501,2019-01-13 22:00,0,.3,0
501,2019-01-13 23:00,11.9,.6,0
501,2019-01-14 00:00,0,.3,0
501,2019-01-14 01:00,0,.1,0
501,2019-01-14 02:00,0,0,0
501,2019-01-14 03:00,0,.2,0
501,2019-01-14 04:00,35.1,1.4,0
501,2019-01-14 05:00,74.9,1.4,0
501,2019-01-14 06:00,36.6,1.3,0
501,2019-01-14 07:00,24.1,1.7,0
501,2019-01-14 08:00,38.6,.8,0
501,2019-01-14 09:00,0,.2,0
501,2019-01-14 10:00,43.8,1.3,0
501,2019-01-14 11:00,40,.7,0
501,2019-01-14 12:00,63.4,.6,0
501,2019-01-14 13:00,249.3,.5,0
501,2019-01-14 14:00,193,.9,0
501,2019-01-14 15:00,0,.1,0
501,2019-01-14 16:00,0,.3,0
501,2019-01-14 17:00,0,0,0
501,2019-01-14 18:00,0,0,0
501,2019-01-14 19:00,0,0,0
501,2019-01-14 20:00,0,.2,0
501,2019-01-14 21:00,21.7,1.7,0
501,2019-01-14 22:00,.2,.7,0
501,2019-01-14 23:00,1.1,1.2,0
501,2019-01-15 00:00,357.9,1,0
501,2019-01-15 01:00,0,.4,0
501,2019-01-15 02:00,6.8,1.3,0
501,2019-01-15 03:00,17.8,.7,0
501,2019-01-15 04:00,14.9,.5,0
501,2019-01-15 05:00,0,.2,0
501,2019-01-15 06:00,0,0,0
501,2019-01-15 07:00,12.7,.5,0
501,2019-01-15 08:00,12.7,.5,0
501,2019-01-15 09:00,27.4,3.9,0
501,2019-01-15 10:00,24.8,3.9,0
501,2019-01-15 11:00,18.7,4.8,0
501,2019-01-15 12:00,15,4.3,0
501,2019-01-15 13:00,19.4,4.4,0
501,2019-01-15 14:00,13.9,4.3,0
501,2019-01-15 15:00,14.8,4.2,0
501,2019-01-15 16:00,337.4,5.4,0
501,2019-01-15 17:00,16.8,4.5,0
501,2019-01-15 18:00,18,6.3,0
501,2019-01-15 19:00,15.4,4.3,0
501,2019-01-15 20:00,16.8,5.2,0
501,2019-01-15 21:00,14.7,4.5,0
501,2019-01-15 22:00,17.8,5.5,0
501,2019-01-15 23:00,16.3,5.3,0
501,2019-01-16 00:00,19.6,4.5,0
501,2019-01-16 01:00,12.6,5.9,0
501,2019-01-16 02:00,18.2,5,0
501,2019-01-16 03:00,27.4,3,0
501,2019-01-16 04:00,7.2,3.5,0
501,2019-01-16 05:00,14.4,2.8,0
501,2019-01-16 06:00,12.9,4.5,0
501,2019-01-16 07:00,14.8,4.4,0
501,2019-01-16 08:00,40.9,1.7,0
501,2019-01-16 09:00,19.1,2.2,0
501,2019-01-16 10:00,13.2,2,0
501,2019-01-16 11:00,350,2.9,0
501,2019-01-16 12:00,338.7,2.5,0
501,2019-01-16 13:00,175.5,1.4,0
501,2019-01-16 14:00,184.7,1.4,0
501,2019-01-16 15:00,204.6,2,0
501,2019-01-16 16:00,227.6,2.2,0
501,2019-01-16 17:00,229.3,2.2,0
501,2019-01-16 18:00,236.1,2.5,0
501,2019-01-16 19:00,226.2,2.6,0
501,2019-01-16 20:00,233.8,2.3,0
501,2019-01-16 21:00,345.9,2.1,0
501,2019-01-16 22:00,351.8,4.8,0
501,2019-01-16 23:00,352.2,4.9,0
501,2019-01-17 00:00,347.8,5,0
501,2019-01-17 01:00,350.4,5.9,0
501,2019-01-17 02:00,349.2,4.6,0
501,2019-01-17 03:00,20.4,4.6,0
501,2019-01-17 04:00,38.4,1.3,0
501,2019-01-17 05:00,27.1,2.3,0
501,2019-01-17 06:00,40.8,.6,0
501,2019-01-17 07:00,40.9,1.4,0
501,2019-01-17 08:00,8.9,1.7,0
501,2019-01-17 09:00,20.9,2.3,0
501,2019-01-17 10:00,18.8,2.6,0
501,2019-01-17 11:00,334.3,2,0
501,2019-01-17 12:00,349.5,2.2,0
501,2019-01-17 13:00,2,2.5,0
501,2019-01-17 14:00,331.6,4.3,0
501,2019-01-17 15:00,337.9,4.1,0
501,2019-01-17 16:00,325.3,3.8,0
501,2019-01-17 17:00,326.7,2.6,0
501,2019-01-17 18:00,0,.4,0
501,2019-01-17 19:00,21.5,1.4,0
501,2019-01-17 20:00,5.3,1.4,0
501,2019-01-17 21:00,0,.3,0
501,2019-01-17 22:00,359.6,1.2,0
501,2019-01-17 23:00,315.8,.9,0
501,2019-01-18 00:00,9.3,2.7,0
501,2019-01-18 01:00,8.9,1.4,0
501,2019-01-18 02:00,0,.2,0
501,2019-01-18 03:00,34.4,.8,0
501,2019-01-18 04:00,12.9,1.2,0
501,2019-01-18 05:00,0,.4,0
501,2019-01-18 06:00,5.4,.6,0
501,2019-01-18 07:00,76.5,1.1,0
501,2019-01-18 08:00,0,.1,0
501,2019-01-18 09:00,0,0,0
501,2019-01-18 10:00,199.6,.9,0
501,2019-01-18 11:00,192.4,2.4,0
501,2019-01-18 12:00,192.4,2,0
501,2019-01-18 13:00,193.4,2.4,0
501,2019-01-18 14:00,195.9,2.1,0
501,2019-01-18 15:00,213.9,1.6,0
501,2019-01-18 16:00,185.3,.9,0
501,2019-01-18 17:00,0,.1,0
501,2019-01-18 18:00,0,0,0
501,2019-01-18 19:00,0,0,0
501,2019-01-18 20:00,0,.4,0
501,2019-01-18 21:00,0,.3,0
501,2019-01-18 22:00,0,.4,0
501,2019-01-18 23:00,0,.3,0
501,2019-01-19 00:00,0,.2,0
501,2019-01-19 01:00,0,.1,0
501,2019-01-19 02:00,0,0,0
501,2019-01-19 03:00,0,.2,0
501,2019-01-19 04:00,0,.1,0
501,2019-01-19 05:00,0,.4,0
501,2019-01-19 06:00,0,.2,0
501,2019-01-19 07:00,51.6,.6,0
501,2019-01-19 08:00,52.7,.5,0
501,2019-01-19 09:00,54.6,1.2,0
501,2019-01-19 10:00,54,1.1,0
501,2019-01-19 11:00,64.5,1.5,0
501,2019-01-19 12:00,73.1,.6,0
501,2019-01-19 13:00,101.8,.7,0
501,2019-01-19 14:00,106.1,.8,0
501,2019-01-19 15:00,118.7,.9,0
501,2019-01-19 16:00,0,.3,0
501,2019-01-19 17:00,0,0,0
501,2019-01-19 18:00,261.2,1.1,0
501,2019-01-19 19:00,256.9,1.1,0
501,2019-01-19 20:00,1.5,1.6,0
501,2019-01-19 21:00,30.6,2.3,0
501,2019-01-19 22:00,11.6,1.7,0
501,2019-01-19 23:00,24.4,2.8,0
501,2019-01-20 00:00,21.3,3.6,0
501,2019-01-20 01:00,14.2,4.5,0
501,2019-01-20 02:00,18.1,4.2,0
501,2019-01-20 03:00,18.8,5.1,0
501,2019-01-20 04:00,14.1,4.7,0
501,2019-01-20 05:00,16.9,5.6,0
501,2019-01-20 06:00,15.3,5.4,0
501,2019-01-20 07:00,18.5,5.9,0
501,2019-01-20 08:00,18.3,6.4,0
501,2019-01-20 09:00,18.3,5.3,0
501,2019-01-20 10:00,17.3,6.7,0
501,2019-01-20 11:00,17.2,7.1,0
501,2019-01-20 12:00,19.6,5.7,0
501,2019-01-20 13:00,20.5,5.5,0
501,2019-01-20 14:00,18.5,5,0
501,2019-01-20 15:00,8.6,4.2,0
501,2019-01-20 16:00,14.4,4.6,0
501,2019-01-20 17:00,12.1,4.5,0
