지점,일시,풍향(deg),풍속(m/s),강수량(mm)
501,2019-02-28 14:00,227.5,1.7,0
501,2019-02-28 15:00,256.7,1.9,0
501,2019-02-28 16:00,329.9,2.7,0
501,2019-02-28 17:00,302.7,2.4,0
501,2019-02-28 18:00,330.7,1.9,0
501,2019-02-28 19:00,357,2.5,0
501,2019-02-28 20:00,349,2.5,0
501,2019-02-28 21:00,351.2,2.3,0
501,2019-02-28 22:00,354.7,2,0
501,2019-02-28 23:00,12.3,1.2,0
501,2019-03-01 00:00,15,1.2,0
501,2019-03-01 01:00,29.3,1,0
501,2019-03-01 02:00,359,.7,0
501,2019-03-01 03:00,5.3,2.1,0
501,2019-03-01 04:00,355.2,2,0
501,2019-03-01 05:00,358,2.7,0
501,2019-03-01 06:00,11.9,3.1,0
501,2019-03-01 07:00,0,.4,0
501,2019-03-01 08:00,0,.2,0
501,2019-03-01 09:00,0,.1,0
501,2019-03-01 10:00,217.4,1,0
501,2019-03-01 11:00,202.4,1.1,0
501,2019-03-01 12:00,218.7,2,0
501,2019-03-01 13:00,202.8,1.6,0
501,2019-03-01 14:00,229.1,1.9,0
501,2019-03-01 15:00,232.9,2.2,0
501,2019-03-01 16:00,238.3,2.2,0
501,2019-03-01 17:00,241.7,1.9,0
501,2019-03-01 18:00,265.6,1.6,0
501,2019-03-01 19:00,344.9,2.3,0
501,2019-03-01 20:00,.6,2.4,0
501,2019-03-01 21:00,26.4,2.1,0
501,2019-03-01 22:00,24.3,3.9,0
501,2019-03-01 23:00,19.6,3.6,0
501,2019-03-02 00:00,31.2,2.4,0
501,2019-03-02 01:00,28,1.2,0
501,2019-03-02 02:00,0,0,0
501,2019-03-02 03:00,0,0,0
501,2019-03-02 04:00,28.7,2.4,0
501,2019-03-02 05:00,26.5,3,0
501,2019-03-02 06:00,25.3,2.2,0
501,2019-03-02 07:00,28,2.2,0
501,2019-03-02 08:00,59.1,.6,0
501,2019-03-02 09:00,0,.3,0
501,2019-03-02 10:00,78.5,.5,0
501,2019-03-02 11:00,86,.9,0
501,2019-03-02 12:00,53.4,.6,0
501,2019-03-02 13:00,54.5,.5,0
501,2019-03-02 14:00,187.8,1.1,0
501,2019-03-02 15:00,212.9,.7,0
501,2019-03-02 16:00,236.3,1.4,0
501,2019-03-02 17:00,222.1,1,0
501,2019-03-02 18:00,355.1,3.2,0
501,2019-03-02 19:00,356.6,2.7,0
501,2019-03-02 20:00,347.6,1.2,0
501,2019-03-02 21:00,358.3,2.9,0
501,2019-03-02 22:00,4.3,1.5,0
501,2019-03-02 23:00,.4,2.4,0
501,2019-03-03 00:00,24.8,2.2,0
501,2019-03-03 01:00,35.2,1.4,0
501,2019-03-03 02:00,42.4,.6,0
501,2019-03-03 03:00,353.7,.7,0
501,2019-03-03 04:00,43.5,1.3,0
501,2019-03-03 05:00,0,0,0
501,2019-03-03 06:00,0,0,0
501,2019-03-03 07:00,0,0,0
501,2019-03-03 08:00,0,.2,0
501,2019-03-03 09:00,72.7,1.3,0
501,2019-03-03 10:00,0,.3,0
501,2019-03-03 11:00,167.7,.5,0
501,2019-03-03 12:00,196,1.2,0
501,2019-03-03 13:00,191.8,.5,0
501,2019-03-03 14:00,208.9,2,0
501,2019-03-03 15:00,347.8,1.5,0
501,2019-03-03 16:00,339.6,1.4,0
501,2019-03-03 17:00,324.1,3.6,0
501,2019-03-03 18:00,343,3.4,0
501,2019-03-03 19:00,353.1,3.4,0
501,2019-03-03 20:00,359.3,3.1,0
501,2019-03-03 21:00,10.4,4.4,0
501,2019-03-03 22:00,8.7,3.2,0
501,2019-03-03 23:00,10.3,3.9,0
501,2019-03-04 00:00,355.5,2.4,0
501,2019-03-04 01:00,10.9,3,0
501,2019-03-04 02:00,4.2,3.8,0
501,2019-03-04 03:00,9.8,3.9,0
501,2019-03-04 04:00,4.3,3.1,0
501,2019-03-04 05:00,.9,2.7,0
501,2019-03-04 06:00,11,1.3,0
501,2019-03-04 07:00,13.8,1.3,0
501,2019-03-04 08:00,10.5,1.2,0
501,2019-03-04 09:00,351.8,1.9,0
501,2019-03-04 10:00,343.8,2.3,0
501,2019-03-04 11:00,342.8,3.3,0
501,2019-03-04 12:00,339,3.2,0
501,2019-03-04 13:00,328.6,3.6,0
501,2019-03-04 14:00,336.1,3.9,0
501,2019-03-04 15:00,307.9,4.6,0
501,2019-03-04 16:00,317.8,4.1,0
501,2019-03-04 17:00,322.8,3.8,0
501,2019-03-04 18:00,330,2.9,0
501,2019-03-04 19:00,320.5,3.4,0
501,2019-03-04 20:00,327.5,3.8,0
501,2019-03-04 21:00,327.8,1.2,0
501,2019-03-04 22:00,327.9,2,0
501,2019-03-04 23:00,335.9,2.5,0
501,2019-03-05 00:00,341.2,3.1,0
501,2019-03-05 01:00,335.3,3.1,0
501,2019-03-05 02:00,331.3,3.7,0
501,2019-03-05 03:00,333.5,4.2,0
501,2019-03-05 04:00,335.5,4.1,0
501,2019-03-05 05:00,330.4,3.3,0
501,2019-03-05 06:00,21.3,.9,0
501,2019-03-05 07:00,42.5,1,0
501,2019-03-05 08:00,60.3,1.6,0
501,2019-03-05 09:00,56.2,1,0
501,2019-03-05 10:00,0,.1,0
501,2019-03-05 11:00,200.7,.8,0
501,2019-03-05 12:00,178.7,.7,0
501,2019-03-05 13:00,192.1,1.5,0
501,2019-03-05 14:00,201,1.2,0
501,2019-03-05 15:00,219.7,1.2,0
501,2019-03-05 16:00,223.7,1.2,0
501,2019-03-05 17:00,201.3,1.2,0
501,2019-03-05 18:00,0,0,0
501,2019-03-05 19:00,0,0,0
501,2019-03-05 20:00,0,.4,0
501,2019-03-05 21:00,247.2,.8,0
501,2019-03-05 22:00,248.2,2,0
501,2019-03-05 23:00,271.3,1.4,0
501,2019-03-06 00:00,246,2,0
501,2019-03-06 01:00,285.9,.6,0
501,2019-03-06 02:00,0,0,0
501,2019-03-06 03:00,0,.4,0
501,2019-03-06 04:00,52.3,.5,0
501,2019-03-06 05:00,0,0,0
501,2019-03-06 06:00,0,0,0
501,2019-03-06 07:00,0,.3,0
501,2019-03-06 08:00,0,0,0
501,2019-03-06 09:00,61.4,.8,0
501,2019-03-06 10:00,32.4,1.5,0
501,2019-03-06 11:00,41.8,1.7,0
501,2019-03-06 12:00,161.4,1.5,0
501,2019-03-06 13:00,219.3,1.7,0
501,2019-03-06 14:00,348.3,2.2,0
501,2019-03-06 15:00,348.7,1.8,0
501,2019-03-06 16:00,340.1,2.1,0
501,2019-03-06 17:00,354.1,2.3,0
501,2019-03-06 18:00,356.8,2.3,0
501,2019-03-06 19:00,6.7,1.5,0
501,2019-03-06 20:00,21.5,4.7,0
501,2019-03-06 21:00,20.8,3.6,0
501,2019-03-06 22:00,360,2.4,0
501,2019-03-06 23:00,15.6,2.9,0
501,2019-03-07 00:00,12.4,4,0
501,2019-03-07 01:00,9.3,4.2,0
501,2019-03-07 02:00,13.8,3.7,0
501,2019-03-07 03:00,10.1,5.2,0
501,2019-03-07 04:00,13,5.4,0
501,2019-03-07 05:00,12.1,5.5,0
501,2019-03-07 06:00,12.5,4.9,0
501,2019-03-07 07:00,18.9,4.7,0
501,2019-03-07 08:00,16.9,6.1,0
501,2019-03-07 09:00,18.7,6.3,0
501,2019-03-07 10:00,9.9,4,0
501,2019-03-07 11:00,26.6,5.9,0
501,2019-03-07 12:00,344.8,3.3,0
501,2019-03-07 13:00,339.7,3.9,0
501,2019-03-07 14:00,344,2.9,0
501,2019-03-07 15:00,298.2,3,0
501,2019-03-07 16:00,315.7,4.2,0
501,2019-03-07 17:00,333.5,2.8,0
501,2019-03-07 18:00,335.3,3.8,0
501,2019-03-07 19:00,18,3.3,0
501,2019-03-07 20:00,9.1,2.6,0
501,2019-03-07 21:00,8.6,3.9,0
501,2019-03-07 22:00,344.1,1.9,0
501,2019-03-07 23:00,5.9,3.7,0
501,2019-03-08 00:00,348.1,2.2,0
501,2019-03-08 01:00,343.7,2.5,0
501,2019-03-08 02:00,1.3,3.1,0
501,2019-03-08 03:00,4.5,4,0
501,2019-03-08 04:00,345.6,1.6,0
501,2019-03-08 05:00,0,.2,0
501,2019-03-08 06:00,0,.3,0
501,2019-03-08 07:00,0,.1,0
501,2019-03-08 08:00,27.6,.8,0
501,2019-03-08 09:00,215.5,1.1,0
501,2019-03-08 10:00,232.1,1.3,0
501,2019-03-08 11:00,323.4,1.6,0
501,2019-03-08 12:00,317.7,1.7,0
501,2019-03-08 13:00,266.4,1.6,0
501,2019-03-08 14:00,317.3,1.8,0
501,2019-03-08 15:00,345.9,2.6,0
501,2019-03-08 16:00,301.7,1.3,0
501,2019-03-08 17:00,302,1.4,0
501,2019-03-08 18:00,255.2,2.3,0
501,2019-03-08 19:00,329.1,1.5,0
501,2019-03-08 20:00,0,.2,0
501,2019-03-08 21:00,277.8,.8,0
501,2019-03-08 22:00,294.7,1,0
501,2019-03-08 23:00,0,.4,0
501,2019-03-09 00:00,0,.1,0
501,2019-03-09 01:00,0,.1,0
501,2019-03-09 02:00,1,.5,0
501,2019-03-09 03:00,0,.4,0
501,2019-03-09 04:00,0,.3,0
501,2019-03-09 05:00,0,.2,0
501,2019-03-09 06:00,0,.2,0
501,2019-03-09 07:00,0,.2,0
501,2019-03-09 08:00,0,.1,0
501,2019-03-09 09:00,197,1.3,0
501,2019-03-09 10:00,189.7,2.3,0
501,2019-03-09 11:00,188.6,2.1,0
501,2019-03-09 12:00,197.8,1.9,0
501,2019-03-09 13:00,188.1,1,0
501,2019-03-09 14:00,185.2,1.6,0
501,2019-03-09 15:00,171.4,1.2,0
501,2019-03-09 16:00,183.3,1,0
501,2019-03-09 17:00,195.5,.8,0
501,2019-03-09 18:00,0,.2,0
501,2019-03-09 19:00,0,0,0
501,2019-03-09 20:00,0,.3,0
501,2019-03-09 21:00,33.1,.5,0
501,2019-03-09 22:00,0,.3,0
501,2019-03-09 23:00,43.8,.9,0
501,2019-03-10 00:00,20.5,2.7,0
501,2019-03-10 01:00,0,.1,0
501,2019-03-10 02:00,32.7,1.4,0
501,2019-03-10 03:00,38.6,2.4,0
501,2019-03-10 04:00,56.5,1.9,0
501,2019-03-10 05:00,55.9,2.2,0
501,2019-03-10 06:00,56.6,1,0
501,2019-03-10 07:00,33,.7,0
501,2019-03-10 08:00,30.2,1.5,0
501,2019-03-10 09:00,32.9,1.7,0
501,2019-03-10 10:00,19.6,3.7,0
501,2019-03-10 11:00,21.4,5.5,0
501,2019-03-10 12:00,60.5,2.8,0
501,2019-03-10 13:00,61.8,3.2,0
501,2019-03-10 14:00,65.6,1.6,0
501,2019-03-10 15:00,23.5,2.6,0
501,2019-03-10 16:00,345.5,3.2,0
501,2019-03-10 17:00,344.2,3.7,0
501,2019-03-10 18:00,335.6,2.4,0
501,2019-03-10 19:00,357.4,1.1,0
501,2019-03-10 20:00,357.2,3.2,0
501,2019-03-10 21:00,354.2,4.1,0
501,2019-03-10 22:00,351.1,4.2,0
501,2019-03-10 23:00,351.3,3.6,0
501,2019-03-11 00:00,8.2,3.5,0
501,2019-03-11 01:00,354.9,3.2,0
501,2019-03-11 02:00,359.4,3,0
501,2019-03-11 03:00,353.1,3.8,0
501,2019-03-11 04:00,353.5,3.6,0
501,2019-03-11 05:00,349.6,4.2,0
501,2019-03-11 06:00,345.6,4.5,0
501,2019-03-11 07:00,344.6,3.9,0
501,2019-03-11 08:00,343.9,3.5,0
501,2019-03-11 09:00,341.7,4.1,0
501,2019-03-11 10:00,337.9,4.1,0
501,2019-03-11 11:00,351.3,4.1,0
501,2019-03-11 12:00,351.8,2.7,0
501,2019-03-11 13:00,243.8,1.8,0
501,2019-03-11 14:00,276,1.6,0
501,2019-03-11 15:00,359.1,.7,0
501,2019-03-11 16:00,245.4,.6,0
501,2019-03-11 17:00,241,1.5,0
501,2019-03-11 18:00,335.3,1.5,0
501,2019-03-11 19:00,359.6,2.5,0
501,2019-03-11 20:00,10.9,2.5,0
501,2019-03-11 21:00,0,.4,0
501,2019-03-11 22:00,333,2.4,0
501,2019-03-11 23:00,345.9,2.4,0
501,2019-03-12 00:00,328.9,.8,0
501,2019-03-12 01:00,344,.7,0
501,2019-03-12 02:00,328.1,2.1,0
501,2019-03-12 03:00,344.7,1.8,0
501,2019-03-12 04:00,281.5,1.4,0
501,2019-03-12 05:00,0,.4,0
501,2019-03-12 06:00,281.1,.8,0
501,2019-03-12 07:00,339.4,2.4,0
501,2019-03-12 08:00,16.1,3.7,0
501,2019-03-12 09:00,25.9,2.4,0
501,2019-03-12 10:00,349,2.7,0
501,2019-03-12 11:00,7,4,0
501,2019-03-12 12:00,27.1,3.4,0
501,2019-03-12 13:00,22.6,4.8,0
501,2019-03-12 14:00,8.1,2.3,0
501,2019-03-12 15:00,335.5,3.8,0
501,2019-03-12 16:00,334.3,6.9,0
501,2019-03-12 17:00,326.4,5.8,0
501,2019-03-12 18:00,329.8,4.9,0
501,2019-03-12 19:00,17.5,4.1,0
501,2019-03-12 20:00,18.3,3.6,0
501,2019-03-12 21:00,334.2,2.2,0
501,2019-03-12 22:00,333,2.6,0
501,2019-03-12 23:00,10,2.4,0
501,2019-03-13 00:00,24,1.7,0
501,2019-03-13 01:00,330.5,2.4,0
501,2019-03-13 02:00,17.3,1.7,0
501,2019-03-13 03:00,333.7,3.9,0
501,2019-03-13 04:00,342.2,1.4,0
501,2019-03-13 05:00,335.7,2.3,0
501,2019-03-13 06:00,329.6,3.2,0
501,2019-03-13 07:00,327.9,2.2,0
501,2019-03-13 08:00,345.3,5.9,0
501,2019-03-13 09:00,8.2,2.7,0
501,2019-03-13 10:00,12,2.5,0
501,2019-03-13 11:00,327,4.6,0
501,2019-03-13 12:00,331.1,4.4,0
501,2019-03-13 13:00,330.7,6.4,0
501,2019-03-13 14:00,355.9,5.4,0
501,2019-03-13 15:00,329.5,3,0
501,2019-03-13 16:00,1.1,5,0
501,2019-03-13 17:00,354,5.2,0
501,2019-03-13 18:00,351.2,4.6,0
501,2019-03-13 19:00,339.5,5.6,0
501,2019-03-13 20:00,332.3,3.6,0
501,2019-03-13 21:00,328.1,3.2,0
501,2019-03-13 22:00,340.9,1,0
501,2019-03-13 23:00,346.4,1.9,0
501,2019-03-14 00:00,335.6,3,0
501,2019-03-14 01:00,342.7,3.1,0
501,2019-03-14 02:00,338.7,1.7,0
501,2019-03-14 03:00,348,1.8,0
501,2019-03-14 04:00,337.3,1.5,0
501,2019-03-14 05:00,347.2,1.3,0
501,2019-03-14 06:00,0,.4,0
501,2019-03-14 07:00,349.3,.5,0
501,2019-03-14 08:00,269.8,1.1,0
501,2019-03-14 09:00,233.9,3.2,0
501,2019-03-14 10:00,231.5,3,0
501,2019-03-14 11:00,223,2.5,0
501,2019-03-14 12:00,217.6,3.7,0
501,2019-03-14 13:00,203.8,4,0
501,2019-03-14 14:00,194.8,4,0
501,2019-03-14 15:00,191.6,4.1,0
501,2019-03-14 16:00,188.1,3.3,0
501,2019-03-14 17:00,211.1,5.3,0
501,2019-03-14 18:00,219.6,4.4,0
501,2019-03-14 19:00,290.8,.7,0
501,2019-03-14 20:00,288.1,1,0
501,2019-03-14 21:00,17.2,1.7,0
501,2019-03-14 22:00,0,0,0
501,2019-03-14 23:00,0,0,0
501,2019-03-15 00:00,0,.4,0
501,2019-03-15 01:00,16.5,.5,0
501,2019-03-15 02:00,34,.7,0
501,2019-03-15 03:00,26.2,.7,0
501,2019-03-15 04:00,0,0,0
501,2019-03-15 05:00,0,.1,0
501,2019-03-15 06:00,0,.4,0
501,2019-03-15 07:00,200.8,1.2,0
501,2019-03-15 08:00,198.6,2.9,0
501,2019-03-15 09:00,191.9,2,0
501,2019-03-15 10:00,190.5,1.6,0
501,2019-03-15 11:00,198.1,1.2,0
501,2019-03-15 12:00,193.1,4,0
501,2019-03-15 13:00,199.7,1.2,0
501,2019-03-15 14:00,187.6,1.5,0
501,2019-03-15 15:00,258.2,3.8,.5
501,2019-03-15 16:00,14.2,3,1.5
501,2019-03-15 17:00,15.6,2,0
501,2019-03-15 18:00,340,4.6,0
501,2019-03-15 19:00,21.1,4,0
501,2019-03-15 20:00,11.8,4.4,0
501,2019-03-15 21:00,12.5,4.6,0
501,2019-03-15 22:00,16.5,6.1,0
501,2019-03-15 23:00,15.8,4.9,0
501,2019-03-16 00:00,18.2,5.2,0
501,2019-03-16 01:00,15.1,4.2,0
501,2019-03-16 02:00,10.5,3.4,0
501,2019-03-16 03:00,4.6,3,0
501,2019-03-16 04:00,3.8,2.3,0
501,2019-03-16 05:00,345.1,2.2,0
501,2019-03-16 06:00,334.1,2.2,0
501,2019-03-16 07:00,335.7,2.7,0
501,2019-03-16 08:00,348.8,2.4,0
501,2019-03-16 09:00,351.3,1.5,0
501,2019-03-16 10:00,312.9,2.1,0
501,2019-03-16 11:00,281.8,1.4,0
501,2019-03-16 12:00,334,2.2,0
501,2019-03-16 13:00,331.1,1.8,0
501,2019-03-16 14:00,292.7,1.1,0
501,2019-03-16 15:00,308.5,1.7,0
501,2019-03-16 16:00,233,1.8,0
501,2019-03-16 17:00,229.1,1.2,0
501,2019-03-16 18:00,217,1,0
501,2019-03-16 19:00,205.9,.9,0
501,2019-03-16 20:00,0,.1,0
501,2019-03-16 21:00,0,0,0
501,2019-03-16 22:00,0,0,0
501,2019-03-16 23:00,0,.2,0
501,2019-03-17 00:00,0,.2,0
501,2019-03-17 01:00,0,.3,0
501,2019-03-17 02:00,328.9,.5,0
501,2019-03-17 03:00,0,0,0
501,2019-03-17 04:00,0,.3,0
501,2019-03-17 05:00,0,.3,0
501,2019-03-17 06:00,8.8,.8,0
501,2019-03-17 07:00,353.8,1.6,0
501,2019-03-17 08:00,334.2,2.3,0
501,2019-03-17 09:00,344.4,2.7,0
501,2019-03-17 10:00,333,2.5,0
501,2019-03-17 11:00,6.9,2.3,0
501,2019-03-17 12:00,341.5,2.4,0
501,2019-03-17 13:00,325,2.7,0
501,2019-03-17 14:00,342.4,2.9,0
501,2019-03-17 15:00,301.6,2,0
501,2019-03-17 16:00,332.2,3.2,0
501,2019-03-17 17:00,310.5,2.5,0
501,2019-03-17 18:00,313.2,1.7,0
501,2019-03-17 19:00,323,3.2,0
501,2019-03-17 20:00,328.5,2.6,0
501,2019-03-17 21:00,328.5,2.8,0
501,2019-03-17 22:00,333.9,2.6,0
501,2019-03-17 23:00,4.9,2.6,0
501,2019-03-18 00:00,0,.2,0
501,2019-03-18 01:00,0,.3,0
501,2019-03-18 02:00,13.7,.5,0
501,2019-03-18 03:00,15.2,.6,0
501,2019-03-18 04:00,0,.3,0
501,2019-03-18 05:00,0,.3,0
501,2019-03-18 06:00,0,.1,0
501,2019-03-18 07:00,0,0,0
501,2019-03-18 08:00,214.7,2.1,0
501,2019-03-18 09:00,211,1.3,0
501,2019-03-18 10:00,192.2,2.2,0
501,2019-03-18 11:00,192.3,2.2,0
501,2019-03-18 12:00,204.7,2,0
501,2019-03-18 13:00,232.2,2.1,0
501,2019-03-18 14:00,237.2,2,0
501,2019-03-18 15:00,234.5,1.9,0
501,2019-03-18 16:00,232.5,1.6,0
501,2019-03-18 17:00,219.8,1.1,0
501,2019-03-18 18:00,221.6,.7,0
501,2019-03-18 19:00,196.8,1.4,0
501,2019-03-18 20:00,191.5,.9,0
501,2019-03-18 21:00,185.3,1.4,0
501,2019-03-18 22:00,193.3,1.8,0
501,2019-03-18 23:00,0,.3,0
501,2019-03-19 00:00,0,0,0
501,2019-03-19 01:00,0,0,0
501,2019-03-19 02:00,0,0,0
501,2019-03-19 03:00,0,.2,0
501,2019-03-19 04:00,0,.1,0
501,2019-03-19 05:00,0,.1,0
501,2019-03-19 06:00,0,0,0
501,2019-03-19 07:00,0,.2,0
501,2019-03-19 08:00,181.7,.9,0
501,2019-03-19 09:00,184.3,1.2,0
501,2019-03-19 10:00,0,.4,0
501,2019-03-19 11:00,182,.6,0
501,2019-03-19 12:00,148.2,.5,0
501,2019-03-19 13:00,187.1,1.4,0
501,2019-03-19 14:00,190.3,1.1,0
501,2019-03-19 15:00,194.4,1,0
501,2019-03-19 16:00,185.6,1,0
501,2019-03-19 17:00,215.1,1,0
501,2019-03-19 18:00,0,.2,0
501,2019-03-19 19:00,0,.1,0
501,2019-03-19 20:00,0,0,0
501,2019-03-19 21:00,75.7,.7,0
501,2019-03-19 22:00,0,.1,0
501,2019-03-19 23:00,0,.3,0
